passenger_group,HomePlanet,PassengerId,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,deck,number,side,num_group,total_spend
6977,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6978,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6979,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6981,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6982,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6984,Mars,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
6987,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
6988,Europa,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
6990,Earth,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
6991,Europa,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
6992,Earth,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3
6994,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6995,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6996,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6997,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6998,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6999,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7001,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7002,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7004,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
7005,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7007,Europa,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7008,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7010,Earth,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2
7011,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7013,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7014,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7015,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7016,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7017,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7018,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7019,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7020,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7021,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7022,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7025,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7026,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7027,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7028,Earth,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
7029,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7031,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7032,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7034,Mars,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7036,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7037,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7038,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7039,Earth,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
7040,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7041,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7042,Earth,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
7044,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7045,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7047,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7048,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7049,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7050,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7051,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7052,Europa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7053,Earth,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
7056,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7057,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7058,Mars,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
7059,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7060,Earth,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
7061,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7062,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7068,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7069,Earth,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3
7071,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7072,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
7073,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
7074,Earth,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
7077,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7078,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7079,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7080,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7082,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7083,Europa,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7084,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7085,Mars,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7086,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7087,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7088,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7089,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7090,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7091,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7092,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7093,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7094,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7095,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7096,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7097,Europa,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7098,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7099,Earth,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
7104,Europa,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
7106,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7109,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7110,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7111,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7113,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7114,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7116,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7117,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7118,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7119,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7120,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7121,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7126,Earth,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7127,Europa,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2
7128,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7132,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7133,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7134,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7137,Earth,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
7140,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7142,Mars,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7143,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7144,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7148,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7149,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7151,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7152,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7155,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7156,Mars,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
7157,Mars,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
7159,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7160,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7161,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7162,Earth,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7165,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7166,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7167,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7168,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7170,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7171,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7173,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7175,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7176,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7177,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7179,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7180,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7181,Mars,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
7182,Earth,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
7184,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7186,Europa,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7187,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7188,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7189,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7190,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7191,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7192,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7193,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7194,Earth,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7197,Mars,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7199,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7200,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7202,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7203,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7205,Mars,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7206,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7207,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7208,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7210,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7214,Earth,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7215,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7216,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7217,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7218,Europa,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7219,Europa,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6
7221,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7224,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7225,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7226,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7227,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7229,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7230,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7232,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7233,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7234,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7235,Europa,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7236,Earth,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
7238,Mars,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7240,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7242,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7246,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7247,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7249,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7250,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7252,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7253,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7255,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7256,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7257,Earth,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7258,Earth,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7259,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7260,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7261,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7267,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7268,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7270,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7271,Earth,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7273,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7274,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7276,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7277,Earth,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
7278,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
7279,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7280,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7283,Mars,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7284,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
7285,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7289,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7290,Europa,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5
7292,Mars,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
7296,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7297,Earth,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
7298,Earth,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7300,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7301,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7302,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7303,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7304,Mars,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7305,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7306,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7307,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7309,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7310,Mars,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7311,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7313,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7314,Europa,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7320,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7321,Mars,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
7322,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7323,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7324,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7326,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7327,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7328,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7330,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7331,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7332,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7334,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
7337,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7338,Mars,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
7339,Europa,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7340,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7341,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7342,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7343,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7344,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7346,Mars,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
7347,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7350,Earth,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
7351,Europa,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7353,Europa,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3
7356,Earth,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
7358,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7359,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7360,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7361,Europa,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
7365,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7366,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7367,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7370,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7371,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7372,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7374,Mars,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
7376,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7377,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7379,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7385,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7387,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7388,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7390,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7391,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7392,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7393,Earth,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7394,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7395,Europa,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7396,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7398,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7399,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7401,Mars,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
7402,Europa,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7403,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7405,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7406,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7408,Mars,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
7410,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7411,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7416,Europa,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
7418,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7419,Earth,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7422,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7425,Earth,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
7427,Mars,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7428,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7429,Mars,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
7430,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7431,Europa,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
7432,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7435,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7436,Earth,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7437,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7438,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7442,Earth,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2
7444,Earth,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
7445,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7446,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7447,Mars,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
7448,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7449,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7450,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7452,Europa,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
7453,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7455,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7456,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7457,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7458,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7459,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7460,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7461,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7462,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
